据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20220110,20220128,OUT,MITSUBISHI,0100,,BXR-09-20-A-22,540,RMB,235.6,,1401,MPTJ,OUT,三菱电机,0140,1
MPSH,1,20220110,20220113,OUT,BITPASS,8000,121923400,SFC-060DA2-19B-28B,4,RMB,159,,2301,MPTJ,OUT,昆山杰士德,1190,2
MPSH,1,20220110,20220113,OUT,BITPASS,8000,121386100,SFC-030DA2-8B-14B,4,RMB,61,,2301,MPTJ,OUT,昆山杰士德,1190,3
MPSH,1,20220110,20220121,OUT,BITPASS,8000,121943900,SFC-050DA2-10B-19B,10,RMB,101,,2301,MPTJ,OUT,昆山杰士德,1190,4
MPSH,1,20220110,20220112,OUT,BITPASS,8000,125548600,SFC-025DA2-8B-14B,2,RMB,60,,2301,MPTJ,OUT,昆山鸿仕达,1140,5
MPSH,1,20220110,20220117,OUT,BITPASS,8000,,ALS-055ARN-18BHA-19BHA,130,RMB,98,,2202,MPTJ,OUT,余姚永银,1010,6
MPSH,1,20220110,20220117,OUT,BITPASS,8000,,ALS-055ARN-19BHA-22BHA,50,RMB,98,,2202,MPTJ,OUT,余姚永银,1010,7
MPSH,1,20220110,20220401,OUT,BITPASS,8000,126476900,SFF-060SS-20B-20B-80N,2,RMB,806,,2302,MPJP,IN,上海仕泽,9004,8
MPSH,1,20220110,20220121,OUT,BITPASS,8000,123150100,PSL-K-12,50,RMB,55,,2602,MPTJ,OUT,鸿辉传动,1090,9
MPSH,1,20220110,20220121,OUT,BITPASS,8000,122998100,SFC-080DA2-20B-35B,1,RMB,333,,2301,MPTJ,OUT,江苏亚威,1090,10
MPSH,1,20220110,20220121,OUT,BITPASS,8000,,SFC-050DA2-15BH-24KH,1,RMB,441,,2301,MPTJ,OUT,江苏亚威,1090,11
MPSH,1,20220110,20220111,OUT,BITPASS,8000,121716700,SFC-060SA2-20B-24B,1,RMB,135,,2301,MPTJ,OUT,苏州迈为,1190,12
MPSH,1,20220110,20220121,OUT,YONGFUWANG-SHENZHENG,8000,128218800,SFC-090SA2-32B-42B,2,RMB,383,,2301,MPTJ,OUT,捷控,1410,13
MPSH,1,20220110,20220127,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,5,RMB,154,,2301,MPTJ,OUT,新明和,9099,14
MPSH,1,20220110,20220127,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,2,RMB,200,,2301,MPTJ,OUT,新明和,9099,15
MPSH,1,20220110,20220127,OUT,SHINMAYWA,1900,121366200,SFC-050DA2-16B-19B,2,RMB,293,,2301,MPTJ,OUT,新明和,9099,16
MPSH,1,20220110,20220330,OUT,POLYSTAR,1900,,GT2705-VTBD,3,RMB,5124.7788,,3302,其他,OUT,包利思特,1910,17
MPSH,1,20220110,20220218,OUT,MISUMI,8000,121931600,SFC-050SA2-18B-19B,3,RMB,168.38,,2301,MPTJ,OUT,米思米,8020,18
MPSH,1,20220110,20220208,OUT,MISUMI,8000,121487700,SFC-035SA2-10B-14B,4,RMB,105.13,,2301,MPTJ,OUT,米思米,8020,19
MPSH,1,20220110,20220119,OUT,ACE,8000,,SFC-050SA2-T081,148,RMB,100,,2301,MPTJ,OUT,西安北村,1010,20
MPSH,1,20220110,20220119,OUT,ACE,8000,121835600,SFC-050SA2-15B-19B,1,RMB,167,,2301,MPTJ,OUT,,,21
MPSH,1,20220110,20220119,OUT,ACE,8000,121727900,SFC-050SA2-16B-19B,8,RMB,167,,2301,MPTJ,OUT,,,22
MPSH,1,20220110,20220119,OUT,ACE,8000,121931900,SFC-050SA2-19B-25B,40,RMB,167,,2301,MPTJ,OUT,,,23
MPSH,1,20220110,20220119,OUT,ACE,8000,121913400,SFC-060SA2-24B-25B,40,RMB,258,,2301,MPTJ,OUT,,,24
MPSH,1,20220110,20220119,OUT,ACE,8000,123019800,SFC-090SA2-30B-32B,20,RMB,333,,2301,MPTJ,OUT,,,25
MPSH,1,20220110,20220119,OUT,ACE,8000,121375800,SFC-030DA2-8B-10B,5,RMB,126,,2301,MPTJ,OUT,,,26
MPSH,1,20220110,20220119,OUT,ACE,8000,123132400,SFC-035DA2-9.525B-15B,15,RMB,141,,2301,MPTJ,OUT,,,27
MPSH,1,20220110,20220119,OUT,ACE,8000,,SFC-090DA2-30B-38K,3,RMB,393,,2301,MPTJ,OUT,,,28
MPSH,1,20220110,20220407,OUT,SHIMPO,0100,125881000,BXW-04-10-22,500,RMB,165.81,,1201,MPTW,OUT,电产新宝,0140,29
MPSH,1,20220110,20220120,OUT,DAIDO-ROBOT,8000,121700300,SFC-030DA2-10B-10B,1,RMB,164,,2301,MPTJ,OUT,苏州贝爱特,9099,30
MPSH,1,20220110,20220114,OUT,TOYO AUTOMATION,8000,,SFC-050SA2-17BH（6)-19BH,1,RMB,142.78,,2301,MPTJ,OUT,东佑达,1210,31
MPSH,1,20220110,20220112,OUT,TOYO AUTOMATION,8000,121461600,SFC-030SA2-10B-14B,1046,RMB,37.0973,,2301,MPTJ,OUT,东佑达,1210,32
