据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20220112,20220506,OUT,YAMAZEN-SH,8000,,SFC-030SA2-T018,100,RMB,189,,2301,MPTJ,OUT,西铁城,1090,1
MPSH,1,20220112,20220506,OUT,YAMAZEN-SH,8000,121769800,SFC-050SA2-16B-24B,275,RMB,129,,2301,MPTJ,OUT,西铁城,1090,2
MPSH,1,20220112,20220304,OUT,ANSEN,8000,124489100,101-16-11G 24V R28DIN A40JIS,2,RMB,1570,,1301,MPJP,IN,,,3
MPSH,1,20220112,20220304,OUT,ANSEN,8000,028025300,ARM-100 8-6,3,RMB,110,,2501,MPJP,IN,,,4
MPSH,1,20220112,20220304,OUT,ANSEN,8000,028026300,ARM-100 10-8,3,RMB,110,,2501,MPJP,IN,,,5
MPSH,1,20220112,20220304,OUT,ANSEN,8000,110089500,ARM-075 4-4,30,RMB,106,,2501,MPJP,IN,,,6
MPSH,1,20220112,20220228,OUT,ANSEN,8000,124487400,101-12-11G 24V R24DIN A30JIS,1,RMB,536,,1301,MPTJ,OUT,,,7
MPSH,1,20220112,20220117,OUT,ANSEN,8000,,SFC-030DA2-5B-16B,1,RMB,126,,2301,MPTJ,OUT,,,8
MPSH,1,20220112,20220117,OUT,ANSEN,8000,121729100,SFC-030DA2-5B-14B,1,RMB,126,,2301,MPTJ,OUT,,,9
MPSH,1,20220112,20220124,OUT,FTS-SHENZHENG,8000,121436900,SFC-030SA2-8B-8B,188,RMB,80,,2301,MPTJ,OUT,深圳华大,1490,10
MPSH,1,20220112,20220125,OUT,BITPASS,8000,131009200,SFC-090DA2-30BH-42BH,1,RMB,693,,2301,MPJP,IN,江苏亚威,1090,11
MPSH,1,20220112,20220125,OUT,BITPASS,8000,125740200,SFC-050DA2-15BH-22BH,1,RMB,241,,2301,MPTJ,OUT,江苏亚威,1090,12
MPSH,1,20220112,20220114,OUT,BITPASS,8000,121862300,SFC-050DA2-12B-22B,13,RMB,101,,2301,MPTJ,OUT,昆山杰士德,1190,13
MPSH,1,20220112,20220121,OUT,BITPASS,8000,121943900,SFC-050DA2-10B-19B,10,RMB,101,,2301,MPTJ,OUT,昆山杰士德,1190,14
MPSH,1,20220112,20220121,OUT,BITPASS,8000,121766200,SFC-050DA2-24B-24B,130,RMB,101,,2301,MPTJ,OUT,苏州赛腾,1590,15
MPSH,1,20220112,20220121,OUT,BITPASS,8000,122692500,SFC-040SA2-14B-17B,35,RMB,53,,2301,MPTJ,OUT,杭州长川,1510,16
MPSH,1,20220112,20220121,OUT,BITPASS,8000,121503400,SFC-040DA2-15B-19B,20,RMB,73,,2301,MPTJ,OUT,杭州长川,1510,17
MPSH,1,20220112,20220121,OUT,BITPASS,8000,121478200,SFC-040DA2-12B-19B,42,RMB,73,,2301,MPTJ,OUT,杭州长川,1510,18
MPSH,1,20220112,20220114,OUT,BITPASS,8000,121716700,SFC-060SA2-20B-24B,2,RMB,135,,2301,MPTJ,OUT,苏州迈为,1190,19
MPSH,1,20220112,20220126,OUT,RYOSHO,8000,121437500,SFC-030DA2-10B-14B,1,RMB,164,,2301,MPTJ,OUT,电产增成,1990,20
MPSH,1,20220112,20220126,OUT,YONGFUWANG-SHENZHENG,8000,124909400,ALS-030-B-10B-14B,10,RMB,77,,2202,MPTJ,OUT,裕尚,9099,21
MPSH,1,20220112,20220222,OUT,MISUMI,8000,121722200,SFC-040SA2-12B-19B,4,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,22
MPSH,1,20220112,20220223,OUT,MISUMI,8000,121666600,SFC-030SA2-8B-14B,7,RMB,100.85,,2301,MPTJ,OUT,米思米,8020,23
MPSH,1,20220112,20220223,OUT,MISUMI,8000,121478200,SFC-040DA2-12B-19B,4,RMB,162.39,,2301,MPTJ,OUT,米思米,8020,24
MPSH,1,20220112,20220223,OUT,MISUMI,8000,121925300,SFC-050DA2-19B-25B,2,RMB,225.64,,2301,MPTJ,OUT,米思米,8020,25
MPSH,1,20220112,20220330,OUT,ACE,8000,104945400,MM-6K,400,RMB,118,,2502,MPJP,IN,东莞鸿铭,1010,26
MPSH,1,20220112,20220120,,GZMJ,8000,121824100,SFC-010SA2-4B-5B,20,RMB,82,,2301,MPTJ,OUT,东莞诚鲲,1210,27
MPSH,1,20220112,20220325,OUT,ZHENGYI BEARING,8000,122007800,SFF-080SS-25K-35K,5,RMB,393,,2302,MPTJ,OUT,环球工业,1010,28
MPSH,1,20220112,20220406,OUT,TSUGAMI,1000,129915300,SFM-120SS-48B-50B-600N-G2.5/10000,15,RMB,2007,,2302,MPJP,IN,津上精密,1090,29
MPSH,1,20220112,20220307,OUT,TSUGAMI,1000,127327600,SFC-050SA2-18BJ-19BJ,24,RMB,296,,2301,MPJP,IN,津上精密,1090,30
MPSH,1,20220112,20220207,OUT,TSUGAMI,1000,123146700,PSL-G-48,46,RMB,108,,2602,MPTJ,OUT,津上精密,1090,31
MPSH,1,20220112,20220506,OUT,TSUGAMI,1000,126284000,SFF-070SS-32B-35BS-100N,18,RMB,417,,2302,MPJP,IN,津上精密,1090,32
MPSH,1,20220112,20220506,OUT,TSUGAMI,1000,127128000,SFF-060SS-19B-22B-60N,10,RMB,171,,2302,MPJP,IN,津上精密,1090,33
MPSH,1,20220112,20220405,OUT,TSUGAMI,1000,130258800,SFM-070DS-T001N,30,RMB,1595,,2302,MPJP,IN,津上精密,1090,34
MPSH,1,20220112,20220307,OUT,TSUGAMI,1000,130258800,SFM-070DS-T001N,1,RMB,1595,,2302,MPJP,IN,津上精密,1090,35
MPSH,1,20220112,20220406,OUT,TSUGAMI,1000,130677300,SFF-090SS-32K-35K-300N,15,RMB,635.3982,,2302,MPJP,IN,津上精密,1090,36
MPSH,1,20220112,20220307,OUT,TSUGAMI,1000,123141500,PSL-D-14,5,RMB,216,,2602,MPTJ,OUT,津上精密,1090,37
